business_id,category,ethnicity,year,observed_name
208,Medical,Not Specified,2003,IDA
209,Prepared food,Korean,2003,Il Bun Ji
217,"Art, books, music, video",Not Specified,2003,Inti Crafts
221,Prepared food,Not Specified,2003,Japan Sushi
223,Prepared food,Korean,2003,Jin Mirak Korean and Japanese Restaurant
227,"Art, books, music, video",Korean,2003,Jong Ro Korean Books and Musics
230,Personal care,Not Specified,2003,K -- a hair salon
232,Food,Indian,2003,KC Indo Food
236,Prepared food,Not Specified,2003,Kensington Natural Bakery and Café
237,Prepared food,Not Specified,2003,Kentucky Fried Chicken
251,Prepared food,Korean,2003,Korea House Restaurant
253,"Art, books, music, video",Korean,2003,Korean Book and Video Centre
263,Prepared food,Korean,2003,Korean Village Restaurant
273,"Art, books, music, video",Not Specified,2003,Los Incas Crafts
278,Food,Korean,2003,Magic Health Food
285,Prepared food,Not Specified,2003,McDonalds
287,Prepared food,Not Specified,2003,Mels Montreal Delicatessan
295,Clothing,Korean,2003,Moda
296,Financial,Not Specified,2003,Money Mart
299,Variety,Korean,2003,Morning Glory
300,Prepared food,Korean,2003,Moya Japanese Restaurant
302,Financial,Hispanic,2003,Multiexpress
304,Clothing,Not Specified,2003,N. Markus Fashions
310,Prepared food,Not Specified,2003,Nexus Web Café
311,Clothing,Not Specified,2003,[Clothes store]
315,Food,Not Specified,2003,Olympia Fruit Market
317,Clothing,Not Specified,2003,Ora Ora
318,Food,Korean,2003,Shimla Grocery Store
324,Clothing,Not Specified,2003,Payless ShoeSource
329,Prepared food,Not Specified,2003,Pizza Pizza
339,"Art, books, music, video",Not Specified,2003,Queen Video
342,Prepared food,Not Specified,2003,Real Thailand Restaurant
344,Prepared food,Korean,2003,Hof Mr. 7 [Mister 7 in Korean]
349,Clothing,Not Specified,2003,Risqué
479,Prepared food,Not Specified,2003,Royal Thai
354,Variety,Not Specified,2003,S. W. A. K.
355,Variety,Not Specified,2003,S. W. A. K. II
362,Clothing,Not Specified,2003,Secrets from Your Sister
364,Prepared food,Korean,2003,Sejong Restaurant
368,Prepared food,Not Specified,2003,Serra
372,Personal adornment,Not Specified,2003,Simmans Jewellers
376,"Art, books, music, video",Not Specified,2003,Sonic Boom
381,Prepared food,Not Specified,2003,Starbucks
386,Variety,Not Specified,2003,Super Extra Discount
387,"Art, books, music, video",Not Specified,2003,Super Video 99
388,"Art, books, music, video",Not Specified,2003,Supreme Photo
394,Prepared food,Not Specified,2003,Swiss Chalet
396,Prepared food,Not Specified,2003,Tacos El Asador
397,Prepared food,Not Specified,2003,Taste of India
398,Food,Not Specified,2003,Taste of Nature
399,Prepared food,Not Specified,2003,Tasty Restaurant
826,Financial,Not Specified,2003,TD Canada Trust
403,Clothing,Korean,2003,Terra
410,Home furnishing,Not Specified,2003,The Futon Store
429,"Art, books, music, video",Korean,2003,Toronto Christian Book and Gift Centre
433,Prepared food,Not Specified,2003,Tre-Fontane
434,Clothing,Not Specified,2003,Trendwear
439,Food,Not Specified,2003,Tuske Delicatessan
440,Prepared food,Not Specified,2003,Tutti Frutti
445,Prepared food,Korean,2003,Uni Kim Walnut Cake
454,Prepared food,Not Specified,2003,Via Oliveto
457,Food,Not Specified,2003,Village Market
464,Home maintenance,Not Specified,2003,Wieners Home Hardware
465,Prepared food,Not Specified,2003,Wing Machine
469,Medical,Not Specified,2003,X-Ray and Ultrasound
471,Prepared food,Not Specified,2003,Zizi Trattoria
484,Cleaning services,Not Specified,2003,Nice Cleaners
485,Prepared food,Not Specified,2003,Bubble Tease
486,Convenience,Not Specified,2003,Gateway Newstands
276,Personal adornment,Not Specified,2003,Lucky 13 Tattoo Shop
487,Prepared food,Not Specified,2003,Blur on Bloor
488,Prepared food,Not Specified,2003,Memo Pizza
489,Prepared food,Not Specified,2003,Laila
490,Prepared food,Not Specified,2003,Yummy Bar-B-Q
492,Prepared food,Not Specified,2003,Double Happiness Restaurant
493,Electronics,Korean,2003,Ink Refill
494,Variety,Korean,2003,Escape: Digital Imaging and Gifts
495,Prepared food,Korean,2003,"Cake House, BnC Patisserie"
496,Prepared food,Korean,2003,Café Azit
497,Clothing,Korean,2000,Silver Town Fashion Store
497,Clothing,Korean,2001,Silver Town Fashion Store
497,Clothing,Korean,2002,Silver Town Fashion Store
499,Personal care,Not Specified,2003,Fleuri on Bloor
500,Internet parlor,Not Specified,2003,Internet Fusion
501,Prepared food,Korean,2003,Ko Ryo Korean Restaurant
502,Clothing,Not Specified,2003,Mindulay
248,Prepared food,Korean,2003,Korea Bakery
359,Travel,Korean,2002,Sebang Travel KC Tour
359,Travel,Korean,2003,Sebang Travel KC Tour
503,Phones,Not Specified,2003,Telus
328,Clothing,Not Specified,2003,Piyas Boutique
416,Personal care,Not Specified,2003,The Outer Layer
504,Prepared food,Not Specified,2003,J. J. Albany Fine Food
505,Clothing,Not Specified,2003,Authentic Classic Lingerie Outlet
506,Food,Korean,2003,Dream Mart Corp.
507,Recreation,Not Specified,2003,World Taekwondo Martial Arts Academy
508,Prepared food,Korean,2003,Ka Chi Korean Restaurant
509,Prepared food,Korean,2003,Chang Chong Grandmother Restaurant
308,Medical,Korean,1998,New Life Natural Health Centre
308,Medical,Korean,1999,New Life Natural Health Centre
308,Medical,Korean,2000,New Life Natural Health Centre
513,Prepared food,Korean,1995,Hodori Korean Style Buffet Restaurant
513,Prepared food,Korean,1996,Hodori Korean Style Buffet Restaurant
513,Prepared food,Indian,1997,Hodori Korean Buffet Restaurant
513,Prepared food,Korean,1998,Hodori Korean Buffet Restaurant
513,Prepared food,Korean,1999,Hodori Korean Buffet Restaurant
513,Prepared food,Korean,2000,Hodori Korean Buffet Restaurant
513,Prepared food,Korean,2001,Hodori Korean Buffet Restaurant
6,Prepared food,Not Specified,2004,Alberts Hall/Ye Olde Brunswick House and Champions Off-Track Wagering
13,Convenience,Not Specified,2004,Alpha Milk
14,"Art, books, music, video",Not Specified,2004,Alternative Arts
16,Personal care,Korean,2004,Amore Cosmetics
18,Travel,Hispanic,2004,Andina Travel
20,Home furnishing,Not Specified,2004,Angel Interiors
24,Convenience,Not Specified,2004,Annex Mart
29,Travel,Not Specified,2004,Apollo Tours
32,Travel,Korean,2004,Asia Travel
33,Food,Korean,2004,Asian Health Food and Acupuncture Clinic
49,"Art, books, music, video",Not Specified,2004,Blockbuster Video
65,Entertainment,Korean,2004,BMB Music Studio
66,Personal adornment,Korean,2004,Bo Kwang Dang Jewellery
70,"Art, books, music, video",Not Specified,2004,Book City
74,Prepared food,Not Specified,2004,Burger King
86,"Art, books, music, video",Not Specified,2004,CD Replay
101,Prepared food,Not Specified,2004,Clintons
118,"Art, books, music, video",Korean,2004,Dae Han Korean Video
124,Food,Not Specified,2004,Dominion
126,Prepared food,Not Specified,2004,Dooneys
163,"Art, books, music, video",Not Specified,2004,Frames N Graphics
164,Prepared food,Not Specified,2004,Fresh by Juice for Life
166,Prepared food,Not Specified,2004,Future Bakery and Café
176,Business services,Hispanic,2004,Gigante Express
180,Personal adornment,Korean,2004,Golden Jewellery
193,Travel,Korean,2004,Hana Travel & Tours
195,Prepared food,Korean,2004,Happy House
197,Medical,Korean,2004,Herb and Acupuncture Clinic
198,Travel,Hispanic,2004,Hispana Travel Agent
202,Department store,Not Specified,2004,Honest Eds
211,Prepared food,Korean,2004,Imonay Korean Restaurant
215,Prepared food,Not Specified,2004,Insomnia
220,Clothing,Korean,2004,J. Fashions
226,Personal care,Not Specified,2004,Johns Barber Shop and Hair Styling
228,Prepared food,Not Specified,2004,Joons Korean Cuisine
229,Internet parlor,Not Specified,2004,JoyNet
241,Business services,Not Specified,2004,Kinkos
244,Cleaning services,Not Specified,2004,Knob Hill Cleaners
249,Media,Korean,2004,Korea Central Daily
250,Financial,Korean,2004,Korea Exchange Bank
254,Food,Korean,2004,Korean Central Market
265,Personal care,Korean,2004,Kyounghee Hair Salon
267,Prepared food,Not Specified,2004,Las Iguanas
269,Entertainment,Not Specified,2004,Lees Palace
274,Clothing,Korean,2004,Lotte
288,Entertainment,Not Specified,2004,Metro Theatre
289,"Art, books, music, video",Not Specified,2004,Midoco
293,Internet parlor,Not Specified,2004,Mini Internet Mart
313,Variety,Korean,2004,Oliviel
316,Prepared food,Not Specified,2004,Opera Coffee
323,Prepared food,Not Specified,2004,Paupers Pub
351,Prepared food,Not Specified,2004,Roccos The Plum Tomato Trattoria
357,Prepared food,Not Specified,2004,Sarahs Shawarma & Felafel
366,Prepared food,Korean,2004,Seoul Restaurant
374,Convenience,Not Specified,2004,Six Penny Variety
383,Prepared food,Not Specified,2004,Subway
389,Prepared food,Not Specified,2004,New Generation Sushi Japanese Restaurant
390,Prepared food,Not Specified,2004,Sushi on Bloor
392,Medical,Korean,2004,Susies Acupuncture and Herbs
401,Financial,Not Specified,2004,TD Canada Trust
407,"Art, books, music, video",Not Specified,2004,The Eternal Moment
417,Prepared food,Not Specified,2004,The Pita Pit
420,Prepared food,Not Specified,2004,The Tap Bar and Grill
423,Prepared food,Not Specified,2004,Tim Hortons
435,Religion,Not Specified,2004,Trinity St. Pauls United Church
441,Prepared food,Korean,2004,Umji Bunsik Thumbs-Up Korean Fast Food
455,Financial,Hispanic,2004,Vigo
2,Electronics,Not Specified,2004,Above All Electronic Surplus
7,Personal care,Not Specified,2004,Alex Cuts
8,Business services,Not Specified,2004,Alicos Copy Centre
15,Prepared food,Not Specified,2004,Amnesia Bar and Grill
17,Food,Hispanic,2004,Andes Travel/Latin Video Tours/Marios Latin Video
21,Prepared food,Korean,2004,Angels Fast Food
22,Recreation,Not Specified,2004,Annas Dance Centre
27,Prepared food,Not Specified,2004,Annex Submarine
30,Miscellaneous,Not Specified,2004,Arora
31,Clothing,Korean,2004,Art Deco
41,Financial,Not Specified,2004,Bank of Montreal
46,Clothing,Korean,2004,Bishop
50,Entertainment,Not Specified,2004,Bloor Cinema
54,Food,Not Specified,2004,Bloor Fruit Market
56,Cleaning services,Not Specified,2004,Bloor Laundromat
61,Food,Not Specified,2004,Bloor Supersave
77,Prepared food,Not Specified,2004,By the Way Café
91,Travel,Korean,2004,Central Travel
95,Food,Not Specified,2004,Cheese Dairy
516,Financial,Not Specified,2004,CIBC
105,Prepared food,Not Specified,2004,Coffee Time
108,Phones,Korean,2004,Computopia
112,Prepared food,Not Specified,2004,Country Style
114,Bikes and e-bikes,Not Specified,2004,Curbside Cycle
116,Miscellaneous,Korean,2004,Dae Han Electronics
131,Home furnishing,Not Specified,2004,East West Futons
140,Prepared food,Not Specified,2004,Elixir
141,Food,Not Specified,2004,Elizabeth Delicatessen and Meat Market
157,Travel,Not Specified,2004,Flight Centre
172,Food,Not Specified,2004,Ghazale
177,Internet parlor,Not Specified,2004,Gig@bites
178,Personal care,Korean,2004,Gloria Fashion and Gifts
179,Personal care,Korean,2004,Goa Hair Salon
181,Prepared food,Not Specified,2004,Goldfish
184,Miscellaneous,Not Specified,2004,Grassroots
188,Personal care,Not Specified,2004,Gus the Other Barber
196,Food,Not Specified,2004,Health Valley Natural Foods
208,Medical,Not Specified,2004,IDA
209,Prepared food,Korean,2004,Il Bun Ji
217,"Art, books, music, video",Not Specified,2004,Inti Crafts
221,Prepared food,Not Specified,2004,Japan Sushi
223,Prepared food,Korean,2004,Jin Mirak Korean and Japanese Restaurant
227,"Art, books, music, video",Korean,2004,Jong Ro Korean Books and Musics
230,Personal care,Not Specified,2004,K -- a hair salon
236,Prepared food,Not Specified,2004,Kensington Natural Bakery and Café
237,Prepared food,Not Specified,2004,Kentucky Fried Chicken
251,Prepared food,Korean,2004,Korea House Restaurant
253,"Art, books, music, video",Korean,2004,Korean Book and Video Centre
263,Prepared food,Korean,2004,Korean Village Restaurant
273,"Art, books, music, video",Not Specified,2004,Los Incas Crafts
278,Food,Korean,2004,Magic Health Food
285,Prepared food,Not Specified,2004,McDonalds
287,Prepared food,Not Specified,2004,Mels Montreal Delicatessan
295,Clothing,Not Specified,2004,Moda
296,Financial,Not Specified,2004,Money Mart
299,Variety,Korean,2004,Morning Glory
300,Prepared food,Korean,2004,Moya Japanese Restaurant
302,Financial,Hispanic,2004,Multiexpress
304,Clothing,Not Specified,2004,N. Markus Fashions
310,Prepared food,Not Specified,2004,Nexus Web Café
311,Clothing,Not Specified,2004,[Clothes store]
315,Food,Not Specified,2004,Olympia Fruit Market
317,Clothing,Not Specified,2004,Ora Ora
318,Food,Korean,2004,Shimla Grocery Store
324,Clothing,Not Specified,2004,Payless ShoeSource
329,Prepared food,Not Specified,2004,Pizza Pizza
339,"Art, books, music, video",Not Specified,2004,Queen Video
342,Prepared food,Not Specified,2004,Real Thailand Restaurant
344,Prepared food,Korean,2004,Mr. 7 [Mister 7 in Korean]
349,Clothing,Not Specified,2004,Risqué
479,Prepared food,Not Specified,2004,Royal Thai
354,Variety,Not Specified,2004,S. W. A. K.
355,Variety,Not Specified,2004,S. W. A. K. II
362,Clothing,Not Specified,2004,Secrets from Your Sister
364,Prepared food,Korean,2004,Sejong Restaurant
368,Prepared food,Not Specified,2004,Serra
372,Personal adornment,Not Specified,2004,Simmans Jewellers
376,"Art, books, music, video",Not Specified,2004,Sonic Boom
381,Prepared food,Not Specified,2004,Starbucks
386,Variety,Not Specified,2004,Super Extra Discount
387,"Art, books, music, video",Not Specified,2004,Super Video 99
388,"Art, books, music, video",Not Specified,2004,Supreme Photo
394,Prepared food,Not Specified,2004,Swiss Chalet
396,Prepared food,Not Specified,2004,Tacos El Asador
398,Food,Not Specified,2004,Taste of Nature
399,Prepared food,Not Specified,2004,Tasty Restaurant
826,Financial,Not Specified,2004,TD Canada Trust
403,Clothing,Korean,2004,Terra
410,Home furnishing,Not Specified,2004,The Futon Store
424,"Art, books, music, video",Korean,2004,Time and Space Photo Studio
429,"Art, books, music, video",Korean,2004,Toronto Christian Book and Gift Centre
433,Prepared food,Not Specified,2004,Tre-Fontane
434,Clothing,Not Specified,2004,Trendwear
439,Food,Not Specified,2004,Tuske Delicatessan
440,Prepared food,Not Specified,2004,Tutti Frutti
445,Prepared food,Korean,2004,Uni Kim Walnut Cake
454,Prepared food,Not Specified,2004,Via Oliveto
457,Food,Not Specified,2004,Village Market
464,Home maintenance,Not Specified,2004,Wieners Home Hardware
465,Prepared food,Not Specified,2004,Wing Machine
469,Medical,Not Specified,2004,X-Ray and Ultrasound
471,Prepared food,Not Specified,2004,Zizi Trattoria
484,Cleaning services,Not Specified,2004,Nice Cleaners
485,Prepared food,Not Specified,2004,Bubble Tease
276,Personal adornment,Not Specified,2004,Lucky 13 Tattoo Shop
487,Prepared food,Not Specified,2004,Blur on Bloor
488,Prepared food,Not Specified,2004,Memo Pizza
489,Prepared food,Not Specified,2004,Laila
490,Prepared food,Not Specified,2004,Yummy Bar-B-Q
492,Prepared food,Not Specified,2004,Double Happiness Restaurant
493,Electronics,Korean,2004,Ink Refill
494,Variety,Korean,2004,Escape: Digital Imaging and Gifts
495,Prepared food,Korean,2004,"Cake House, BnC Patisserie"
499,Personal care,Korean,2004,Fleuri on Bloor
501,Prepared food,Korean,2004,Ko Ryo Korean Restaurant
502,Clothing,Not Specified,2004,Mindulay
248,Prepared food,Korean,2004,Korea Bakery
359,Travel,Korean,2004,Sebang Travel KC Tours
503,Phones,Not Specified,2004,Telus
328,Clothing,Not Specified,2004,Piyas Boutique
416,Personal care,Not Specified,2004,The Outer Layer
506,Food,Korean,2004,Dream Mart Corp.
507,Recreation,Not Specified,2004,World Taekwondo Martial Arts Academy
508,Prepared food,Korean,2004,Ka Chi Korean Restaurant
509,Prepared food,Korean,2004,Chang Chong Grandmother Restaurant
517,Prepared food,Not Specified,2004,Second Cup
518,Prepared food,Not Specified,2004,Gregs Ice Cream
520,Prepared food,Not Specified,2004,350 degrees Fahrenheit
521,Prepared food,Not Specified,2004,Mt. Everest Restaurant
522,Prepared food,Not Specified,2004,Thai Spring Roll
523,Internet parlor,Not Specified,2004,Double Click
524,Prepared food,Korean,2004,No=i
525,Prepared food,Korean,2004,Jardin
526,Clothing,Korean,2004,Vivien Lingerie House
431,Medical,Not Specified,2004,Toronto Healing Arts Centre
527,Personal care,Korean,2004,Charmzone
827,Prepared food,Not Specified,2004,Subway
529,Prepared food,Not Specified,2004,Noodle Bowl
530,Prepared food,Not Specified,2004,Samraat Indian Cuisine
531,Financial,Not Specified,2004,Softron Tax
532,Food,Not Specified,2004,Organics on Bloor
533,Prepared food,Not Specified,2004,Albany Bar and Grill
534,Prepared food,Korean,2004,Korean Restaurant Mat de Mat
535,Food,Indian,2004,Krishnas
536,Prepared food,Korean,2004,Oh Nara Restaurant
537,Phones,Not Specified,2004,Rogers Wireless
539,Prepared food,Korean,2004,Xue Yue Shan Korean Restaurant
6,Prepared food,Not Specified,2005,Alberts Hall/Ye Olde Brunswick House and Champions Off-Track Wagering
13,Convenience,Not Specified,2005,Alpha Milk
14,"Art, books, music, video",Not Specified,2005,Alternative Arts
16,Personal care,Korean,2005,Amore Cosmetics
18,Travel,Hispanic,2005,Andina Travel
24,Convenience,Not Specified,2005,Annex Mart
29,Travel,Not Specified,2005,Apollo Tours
32,Travel,Korean,2005,Asia Travel
33,Food,Korean,2005,Asian Health Food and Acupuncture Clinic
49,"Art, books, music, video",Not Specified,2005,Blockbuster Video
65,Entertainment,Korean,2005,BMB Karaoke
66,Personal adornment,Korean,2005,Bo Kwang Dang Jewellery
70,"Art, books, music, video",Not Specified,2005,Book City
74,Prepared food,Not Specified,2005,Burger King
86,"Art, books, music, video",Not Specified,2005,CD Replay
101,Prepared food,Not Specified,2005,Clintons
118,"Art, books, music, video",Korean,2005,Dae Han Korean Video
124,Food,Not Specified,2005,Dominion
126,Prepared food,Not Specified,2005,Dooneys
163,"Art, books, music, video",Not Specified,2005,Frames N Graphics
164,Prepared food,Not Specified,2005,Fresh by Juice for Life
166,Prepared food,Not Specified,2005,Future Bakery and Café
176,Business services,Hispanic,2005,Gigante Express
180,Personal adornment,Korean,2005,Golden Jewellery
193,Travel,Korean,2005,Hana Travel & Tours
195,Prepared food,Korean,2005,Happy House
197,Medical,Korean,2005,Herb and Acupuncture Clinic
198,Travel,Hispanic,2005,Hispana Travel Agent
202,Department store,Not Specified,2005,Honest Eds
211,Prepared food,Korean,2005,Imonay Korean Restaurant
215,Prepared food,Not Specified,2005,Insomnia
220,Clothing,Korean,2005,J. Fashions
226,Personal care,Not Specified,2005,Johns Barber Shop and Hair Styling
228,Prepared food,Not Specified,2005,Joons Korean Cuisine
229,Internet parlor,Not Specified,2005,JoyNet
241,Business services,Not Specified,2005,Kinkos
244,Cleaning services,Not Specified,2005,Knob Hill Cleaners
249,Media,Korean,2005,Korea Central Daily
250,Financial,Korean,2005,Korea Exchange Bank
265,Personal care,Korean,2005,Kyounghee Hair Salon
267,Prepared food,Not Specified,2005,Las Iguanas
269,Entertainment,Not Specified,2005,Lees Palace
274,Clothing,Korean,2005,Lotte
288,Entertainment,Not Specified,2005,Metro Theatre
289,"Art, books, music, video",Not Specified,2005,Midoco
293,Internet parlor,Not Specified,2005,Mini Internet Mart
313,Variety,Korean,2005,Oliviel
316,Prepared food,Not Specified,2005,Opera Coffee
323,Prepared food,Not Specified,2005,Paupers Pub
351,Prepared food,Not Specified,2005,Roccos The Plum Tomato Trattoria
357,Prepared food,Not Specified,2005,Sarahs Shawarma & Felafel
366,Prepared food,Korean,2005,Seoul Restaurant
374,Convenience,Not Specified,2005,Six Penny Variety
383,Prepared food,Not Specified,2005,Subway
389,Prepared food,Not Specified,2005,New Generation Sushi Japanese Restaurant
390,Prepared food,Not Specified,2005,Sushi on Bloor
392,Medical,Korean,2005,Susies Acupuncture and Herbs
407,"Art, books, music, video",Not Specified,2005,The Eternal Moment
417,Prepared food,Not Specified,2005,The Pita Pit
420,Prepared food,Not Specified,2005,The Tap Bar and Grill
423,Prepared food,Not Specified,2005,Tim Hortons
435,Religion,Not Specified,2005,Trinity St. Pauls United Church
441,Prepared food,Korean,2005,Umji Bunsik Thumbs-Up Korean Fast Food
455,Financial,Hispanic,2005,Vigo
2,Electronics,Not Specified,2005,Above All Electronic Surplus
7,Personal care,Not Specified,2005,Alex Cuts
8,Business services,Not Specified,2005,Alicos Copy Centre
15,Prepared food,Not Specified,2005,Amnesia Bar and Grill
21,Prepared food,Korean,2005,Angels Fast Food
22,Recreation,Not Specified,2005,Annas Dance Centre
27,Prepared food,Not Specified,2005,Annex Submarine
30,Miscellaneous,Not Specified,2005,Arora
41,Financial,Not Specified,2005,Bank of Montreal
46,Clothing,Korean,2005,Bishop
50,Entertainment,Not Specified,2005,Bloor Cinema
54,Food,Not Specified,2005,Bloor Fruit Market
56,Cleaning services,Not Specified,2005,Bloor Laundromat
61,Food,Not Specified,2005,Bloor Supersave
77,Prepared food,Not Specified,2005,By the Way Café
91,Travel,Korean,2005,Central Travel
95,Food,Not Specified,2005,Cheese Dairy
516,Financial,Not Specified,2005,CIBC
105,Prepared food,Not Specified,2005,Coffee Time
112,Prepared food,Not Specified,2005,Country Style
114,Bikes and e-bikes,Not Specified,2005,Curbside Cycle
116,Miscellaneous,Korean,2005,Dae Han Electronics
131,Home furnishing,Not Specified,2005,East West Futons
157,Travel,Not Specified,2005,Flight Centre
172,Food,Not Specified,2005,Ghazale
177,Internet parlor,Not Specified,2005,Gig@bites
178,Personal care,Korean,2005,Gloria Fashion and Gifts
179,Personal care,Korean,2005,Goa Hair Salon
181,Prepared food,Not Specified,2005,Goldfish
184,Miscellaneous,Not Specified,2005,Grassroots
188,Personal care,Not Specified,2005,Gus the Other Barber
196,Food,Not Specified,2005,Health Valley Natural Foods
208,Medical,Not Specified,2005,IDA
209,Prepared food,Korean,2005,Il Bun Ji
217,"Art, books, music, video",Not Specified,2005,Inti Crafts
221,Prepared food,Not Specified,2005,Japan Sushi
223,Prepared food,Korean,2005,Jin Mirak Korean and Japanese Restaurant
227,"Art, books, music, video",Korean,2005,Jong Ro Korean Books and Musics
230,Personal care,Not Specified,2005,K -- a hair salon
236,Prepared food,Not Specified,2005,Kensington Natural Bakery and Café
251,Prepared food,Korean,2005,Korea House Restaurant
253,"Art, books, music, video",Korean,2005,Korean Book and Video Centre
263,Prepared food,Korean,2005,Korean Village Restaurant
273,"Art, books, music, video",Not Specified,2005,Los Incas Crafts
278,Food,Korean,2005,Magic Health Food
287,Prepared food,Not Specified,2005,Mels Montreal Delicatessan
295,Clothing,Not Specified,2005,Moda
296,Financial,Not Specified,2005,Money Mart
299,Variety,Korean,2005,Morning Glory
300,Prepared food,Korean,2005,Moya Japanese Restaurant
302,Financial,Hispanic,2005,Multiexpress
304,Clothing,Not Specified,2005,N. Markus Fashions
310,Prepared food,Not Specified,2005,Nexus Web Café
315,Food,Not Specified,2005,Olympia Fruit Market
317,Clothing,Not Specified,2005,Ora Ora
324,Clothing,Not Specified,2005,Payless ShoeSource
329,Prepared food,Not Specified,2005,Pizza Pizza
339,"Art, books, music, video",Not Specified,2005,Queen Video
342,Prepared food,Not Specified,2005,Real Thailand Restaurant
344,Prepared food,Korean,2005,Mr. 7 [Mister 7 in Korean]
349,Clothing,Not Specified,2005,Risqué
479,Prepared food,Not Specified,2005,Royal Thai
355,Variety,Not Specified,2005,S. W. A. K. II
362,Clothing,Not Specified,2005,Secrets from Your Sister
364,Prepared food,Korean,2005,Sejong Restaurant
368,Prepared food,Not Specified,2005,Serra
372,Personal adornment,Not Specified,2005,Simmans Jewellers
376,"Art, books, music, video",Not Specified,2005,Sonic Boom
381,Prepared food,Not Specified,2005,Starbucks
386,Variety,Not Specified,2005,Super Extra Discount
388,"Art, books, music, video",Not Specified,2005,Supreme Photo
394,Prepared food,Not Specified,2005,Swiss Chalet
396,Prepared food,Not Specified,2005,Tacos El Asador
398,Food,Not Specified,2005,Taste of Nature
399,Prepared food,Not Specified,2005,Tasty Restaurant
826,Financial,Not Specified,2005,TD Canada Trust
403,Clothing,Korean,2005,Terra
410,Home furnishing,Not Specified,2005,The Futon Store
424,"Art, books, music, video",Korean,2005,Time and Space Photo Studio
429,"Art, books, music, video",Korean,2005,Toronto Christian Book and Gift Centre
433,Prepared food,Not Specified,2005,Tre-Fontane
434,Clothing,Not Specified,2005,[No name]
439,Food,Not Specified,2005,Tuske Delicatessan
440,Prepared food,Not Specified,2005,Tutti Frutti
445,Prepared food,Korean,2005,Uni Kim Walnut Cake
454,Prepared food,Not Specified,2005,Via Oliveto
457,Food,Not Specified,2005,Village Market
464,Home maintenance,Not Specified,2005,Wieners Home Hardware
465,Prepared food,Not Specified,2005,Wing Machine
469,Medical,Not Specified,2005,X-Ray and Ultrasound
471,Prepared food,Not Specified,2005,Zizi Trattoria
484,Cleaning services,Not Specified,2005,Nice Cleaners
485,Prepared food,Not Specified,2005,Bubble Tease
276,Personal adornment,Not Specified,2005,Lucky 13 Tattoo Shop
487,Prepared food,Korean,2005,Blur on Bloor
489,Prepared food,Not Specified,2005,Laila
490,Prepared food,Not Specified,2005,Yummy Bar-B-Q
492,Prepared food,Not Specified,2005,Double Happiness Restaurant
494,Variety,Korean,2005,Escape: Digital Imaging and Gifts
495,Prepared food,Korean,2005,"Cake House, BnC Patisserie"
499,Personal care,Korean,2005,Fleuri on Bloor
501,Prepared food,Korean,2005,Ko Ryo Korean Restaurant
502,Clothing,Not Specified,2005,Mindulay
248,Prepared food,Korean,2005,Korea Bakery
359,Travel,Korean,2005,Sebang Travel KC Tour
503,Phones,Not Specified,2005,Telus
328,Clothing,Not Specified,2005,Piyas Boutique
416,Personal care,Not Specified,2005,The Outer Layer
506,Food,Korean,2005,Dream Mart Corp.
508,Prepared food,Korean,2005,Ka Chi Korean Restaurant
509,Prepared food,Korean,2005,Chang Chong Grandmother Restaurant
517,Prepared food,Not Specified,2005,Second Cup
518,Prepared food,Not Specified,2005,Gregs Ice Cream
521,Prepared food,Not Specified,2005,Mt. Everest Restaurant
522,Prepared food,Not Specified,2005,Thai Spring Roll
523,Internet parlor,Not Specified,2005,Double Click
524,Prepared food,Korean,2005,No=i
526,Clothing,Korean,2005,Vivien Lingerie House
431,Medical,Not Specified,2005,Toronto Healing Arts Centre
827,Prepared food,Not Specified,2005,Subway
529,Prepared food,Not Specified,2005,Noodle Bowl
531,Financial,Not Specified,2005,Softron Tax
532,Food,Not Specified,2005,Organics on Bloor
534,Prepared food,Korean,2005,Korean Restaurant Mat de Mat
535,Food,Indian,2005,Krishnas
536,Prepared food,Korean,2005,Oh Nara Restaurant
537,Phones,Not Specified,2005,Rogers Wireless
539,Prepared food,Korean,2005,Xue Yue Shan Korean Restaurant
541,Prepared food,Not Specified,2005,P-TA-Q
543,Prepared food,Not Specified,2005,Thai Basil
544,Prepared food,Not Specified,2005,Mariko
545,Personal care,Korean,2005,Mapsi Hair Salon
63,Prepared food,Korean,2005,Bloor Sweet Café
546,Food,Korean,2005,P. A. T. Central
547,Prepared food,Korean,2005,Mittomi
550,Medical,Not Specified,2005,Naturopathic Doctors Office
551,Phones,Korean,2005,Mobile King Communication
552,Travel,Not Specified,2005,G. A. P. Adventures: The Great Adventure People
553,Prepared food,Not Specified,2005,Baskin-Robbins
554,Prepared food,Not Specified,2005,Big Sushi
555,Personal care,Not Specified,2005,Panorea: Skin + Spa
556,Prepared food,Not Specified,2005,Chippys
557,Prepared food,Not Specified,2005,JDs Grill House
558,Prepared food,Not Specified,2005,Takomi Sushi
559,Clothing,Not Specified,2005,Body n Sole
560,Clothing,Not Specified,2005,Skylark Outlet
561,"Art, books, music, video",Not Specified,2005,Videoself
562,Variety,Not Specified,2005,Lya Art
563,Prepared food,Not Specified,2005,Kentucky Fried Chicken/Taco Bell
312,Food,Korean,2005,Bloor Meat and Grocery
565,Food,Korean,2005,Healthland
567,Pets,Korean,2005,Bark and Meow Pet Supplies
